SRCID,Mode,Q1,Q2,nominal Q2,Q3,Q4,binary undecided voter,DUM1,DUM2,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5m,Q6,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q7g,Q7h,Q7i,Q8,Q9a,Q9b,Q9c,Q9d,Q9e,Q9f,Q9g,Q9h,Q9i,Q9j,Q9k,Q10,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_DK,Q13_REF,Q14,Q15a,Q15b,Q15c,Q15d,Q15e,Q15f,Q15g,Q15h,Q15i,Q15_safe_gambler,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q18,Q20,Q22,Q23,Q24,Q25,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,nominal StateMap
804,2,2,16,"""16""",1,-98,TRUE,1,1,2,1,3,1,1,1,1,1,2,1,1,2,4,1,1,1,1,1,2,1,2,1,2,4,3,4,3,4,3,2,2,2,2,1,2,1,2,2,1,1,2,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,1,1,2,2,1,3,3,3,1,4,2,3,2,7,8,1, , , ,1,4,2,5,5,"""5"""
2043,1,2,17,"""17""",5,1,FALSE,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,6,3,3,2,2,3,3,1,2,3,3,2,1,2,3,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,2,1,1,3,2,3,4,2,1,3,2,3,2,9,8,1, , , ,2,4,3,5,5,"""5"""
1656,2,2,4,"""4""",1,3,FALSE,1,2,2,1,2,1,4,2,2,3,3,1,2,2,2,2,2,2,1,1,3,3,2,2,5,2,1,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,2,1,2,2,2,2,3,3,1,2,2,1,3,6,7,1, , , ,2,2,2,5,5,"""5"""
1325,2,4,13,"""13""",17,2,FALSE,1,2,1,1,2,1,3,1,3,3,3,1,2,1,4,1,1,1,1,1,2,3,2,1,2,3,2,2,3,3,3,2,2,2,2,2,1,2,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,2,2,3,2,3,3,2,2,3,2,3,2,4,7,2, , , ,2,4,2,5,5,"""5"""
1030,1,2,19,"""19""",11,3,FALSE,2,3,2,1,2,2,3,2,2,1,1,1,2,1,12,1,2,2,2,2,1,2,1,2,8,2,3,2,3,3,2,2,2,2,2,2,1,1,3,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,2,3,3,3,3,2,2,3,2,2,2,6,7,1, , , ,1,4,3,5,5,"""5"""
1700,2,2,13,"""13""",11,1,FALSE,1,3,3,2,1,1,3,1,1,1,1,1,2,1,4,2,1,1,2,1,2,1,2,1,2,3,3,2,3,3,2,2,1,1,1,2,2,2,4,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,2,2,3,3,3,2,2,2,2,2,6,6,1, , , ,2,4,3,5,5,"""5"""
305,2,2,29,"""29""",32,1,FALSE,1,2,1,3,3,1,3,1,1,3,3,3,4,2,4,1,1,2,1,1,1,2,1,1,2,4,2,3,2,2,2,2,2,2,-99,2,1,2,3,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,2,3,2,3,2,2,4,2,3,3,2,2,7,5,1, , , ,1,4,2,5,5,"""5"""
845,2,2,35,"""35""",35,1,FALSE,1,2,3,2,1,1,1,1,1,2,2,1,1,2,4,1,1,1,3,1,1,2,1,1,2,4,3,2,3,3,3,3,2,3,2,3,2,1,4,2,1,2,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,156,4,4,4,4,4,4,4,4,4,1,3,1,3,2,2,2,4,2,2,2,2,2,2,7,8,3, , , ,1,3,2,5,5,"""5"""
576,1,2,17,"""17""",1,3,FALSE,1,3,3,2,1,1,1,1,1,2,2,2,2,2,4,1,1,1,1,2,1,1,2,1,2,3,4,3,2,3,2,2,2,1,3,2,1,2,4,2,2,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,2,2,2,3,2,4,3,3,1,4,2,3,2,5,6,3, , , ,2,4,2,5,5,"""5"""
1830,1,2,1,"""1""",29,1,FALSE,2,2,1,1,4,1,4,1,1,3,2,2,3,1,4,1,1,1,1,1,1,2,1,1,5,4,2,4,2,4,3,1,2,1,2,2,2,1,4,1,1,1,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,2,2,2,2,1,4,4,3,1,3,1,3,3,7,7,3,2000,1,2,2,3,1,5,5,"""5"""
1347,2,1,13,"""13""",1,5,FALSE,2,3,2,2,1,2,2,2,3,2,2,2,2,1,12,2,1,2,1,2,2,3,1,1,9,4,3,3,2,3,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,2,2,3,1,3,2,2,4,2,2,3,2,2,5,6,1, , , ,2,2,3,5,5,"""5"""
1455,2,2,12,"""12""",36,1,FALSE,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,1,2,2,2,1,2,3,2,2,1,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,3,1,2,1,3,3,3,2,1,3,1,3,4,6,10,1, , , ,2,4,2,5,5,"""5"""
574,1,4,16,"""16""",-98,1,FALSE,1,3,1,1,1,1,1,1,1,4,-98,4,4,1,1,1,1,1,1,1,1,1,1,1,9,-98,3,3,-98,4,1,2,-98,-98,-98,-98,-98,3,3,2,1,2,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,3,1,1,2,1,3,3,1,1,4,1,3,2,5,0,1, , , ,1,4, ,5,5,"""5"""
603,1,4,1,"""1""",13,3,FALSE,1,2,1,1,2,1,4,1,1,2,2,2,2,1,7,1,1,1,1,1,1,1,1,1,9,4,4,3,3,3,2,2,2,1,1,1,1,2,4,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,4,1,1,4,1,4,4,1,1,4,1,4,4,0,6,1, , , ,1,4,3,5,5,"""5"""
1211,2,2,30,"""30""",13,1,FALSE,1,1,2,2,2,1,3,1,1,1,2,3,2,2,4,1,1,2,2,1,1,2,1,1,2,4,3,3,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,156,4,4,3,4,4,4,3,4,4,0.925925926,2,3,3,2,2,2,2,4,1,2,3,2,2,7,6,1, , , ,1,4,3,5,5,"""5"""
1826,1,4,16,"""16""",13,11,FALSE,1,1,1,1,2,1,2,1,1,1,1,2,2,2,4,2,1,1,1,2,1,1,1,1,9,4,4,3,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,4,1,4,3,1,3,4,1,2,3,2,2,1,3,7,1, , , ,2,4,3,5,5,"""5"""
1336,1,2,2,"""2""",-98,2,FALSE,1,3,1,4,1,1,3,1,1,2,2,3,3,2,4,1,1,2,2,1,1,1,1,2,9,2,2,3,2,3,2,3,1,1,3,2,1,1,3,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,1,1,4,1,4,4,4,9,3, , , ,1,4,2,5,5,"""5"""
2243,2,4,1,"""1""",13,1,FALSE,1,1,1,2,1,1,1,1,1,3,1,2,2,3,4,1,1,2,1,2,2,1,1,1,9,3,3,4,2,3,2,3,2,2,2,2,1,1,3,2,2,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,2,2,2,3,2,2,3,2,3,3,2,3,1,2,1, , , ,2,2,3,5,5,"""5"""
1839,2,2,13,"""13""",96,1,FALSE,2,2,1,2,2,2,3,2,2,2,3,2,2,3,1,1,2,2,3,1,1,3,2,2,1,4,3,4,2,4,2,2,2,3,2,2,1,2,4,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,2,1,1,3,1,1,4,1,1,4,1,4,3,0,7,1, , , ,2,4,3,5,5,"""5"""
1144,2,2,36,"""36""",17,1,FALSE,1,2,3,2,2,2,3,2,3,2,2,3,3,2,4,2,2,3,2,2,2,2,2,2,9,3,3,2,3,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,2,2,2,3,2,3,3,3,2,3,3,2,2,7,8,1, , , ,1,4,2,2,2,"""2"""
857,2,1,13,"""13""",1,2,FALSE,1,1,1,1,2,1,3,1,2,4,2,3,2,3,4,1,1,1,1,1,1,1,1,1,1,4,3,2,1,3,2,3,3,3,2,1,2,2,3,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,1,2,2,2,2,2,3,2,3,2,3,3,8,6,1, , , ,2,4,2,1,1,"""1"""
1924,2,2,17,"""17""",20,3,FALSE,2,3,2,3,2,2,3,2,2,3,3,3,3,2,1,1,1,1,1,1,1,2,1,1,2,3,2,3,2,2,1,1,1,1,1,2,1,2,3,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,2,1,2,3,1,4,4,3,2,3,1,3,3,3,4,3,2008,1,2,2,2,1,2,2,"""2"""
643,2,4,11,"""11""",19,3,FALSE,1,3,1,3,3,2,3,1,2,3,2,2,1,1,1,1,1,1,2,1,1,2,1,1,5,3,3,2,3,3,1,1,2,1,2,2,1,2,4,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,3,1,2,2,2,3,2,4,3,4,1,-98,2,9,7,3, , , ,2,3,3,3,3,"""3"""
2035,1,2,14,"""14""",35,3,FALSE,2,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,4,1,2,3,1,3,3,4,3,3,3,3,3,2,2,3,2,3,2,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,1,2,4,1,2,4,10,10,1, , , ,2,2,3,3,3,"""3"""
817,2,2,13,"""13""",17,1,FALSE,2,1,1,2,2,1,4,1,1,3,2,3,2,1,1,2,2,2,2,2,1,3,1,1,9,3,4,2,2,2,3,2,3,4,4,3,2,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,1,2,3,1,2,3,3,2,2,2,2,4,3,1,1, , , ,2,4, ,5,5,"""5"""
553,2,2,11,"""11""",13,13,FALSE,1,1,2,3,2,2,3,1,3,2,2,3,2,1,12,2,2,2,2,1,2,2,2,2,5,3,3,2,4,3,2,2,3,2,2,2,1,1,4,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,4,4,4,4,4,4,4,4,1,3,1,2,4,2,4,4,2,2,3,3,2,2,2,8,1, , , ,1,2,2,1,1,"""1"""
225,2,2,1,"""1""", ,-98,TRUE,1,1,1,1,1,1,2,1,2,1,1,3,2,1,12,1,1,1,1,1,1,1,1,1,3,3,2,2,3,3,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,2,3,1,3,3,3,1,1,3,1,3,2,8,1, , , ,2,2,2,2,2,"""2"""
849,2,2,16,"""16""",96,11,FALSE,1,1,1,2,1,1,1,2,1,2,2,1,1,2,4,1,2,1,1,1,2,2,1,1,3,3,3,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,156,3,4,4,4,4,4,4,4,4,0.962962963,2,3,3,3,3,2,3,3,2,3,3,2,2,10,10,3, , , ,1,4,3,2,2,"""2"""
170,2,2,19,"""19""",13,1,FALSE,1,2,1,2,3,3,4,3,2,4,2,4,2,2,1,2,1,4,1,1,2,4,2,3,2,4,3,3,2,3,4,4,4,3,4,2,2,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,1,1,4,1,4,4,7,5,1, , , ,1,2,3,1,1,"""1"""
1504,2,2,16,"""16""",16,-98,TRUE,1,1,2,1,2,1,3,1,2,4,2,3,3,2,2,2,1,2,4,1,2,2,1,1,2,3,3,3,3,3,2,3,2,2,3,3,2,2,3,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,156,4,4,3,4,4,4,3,4,4,0.925925926,3,2,2,2,2,3,2,3,2,3,2,3,3,6,6,1,2017,2, ,2,3,1,2,2,"""2"""
1004,2,4,1,"""1""",19,-98,TRUE,1,2,1,3,3,2,2,1,1,1,1,2,2,1,1,2,1,3,2,2,1,2,2,2,2,4,4,4,3,4,3,2,3,2,2,3,2,2,4,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,4,4,4,4,3,4,4,4,4,0.962962963,2,1,2,3,2,3,3,2,2,4,3,3,2,6,9,1, , , ,1,2,2,2,2,"""2"""
1761,2,2,19,"""19""",96,97,TRUE,1,2,1,1,3,3,1,1,2,2,1,2,1,1,12,1,3,1,2,1,1,2,1,3,5,2,3,2,2,3,2,2,1,2,2,2,1,1,4,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,3,2,3,3,3,2,3,2,3,3,6,7,3,1993,2, ,2,3,1,5,5,"""5"""
563,2,1,19,"""19""",96,1,FALSE,2,1,1,2,3,3,1,2,1,3,1,3,3,2,9,1,1,2,2,1,2,1,2,1,9,3,2,3,2,2,2,2,2,1,2,2,1,2,3,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,3,2,3,2,3,3,2,2,3,2,2,3,5,5,3, , , ,2,4,2,2,2,"""2"""
1792,2,2,96,"""96""",11,97,TRUE,1,2,-98,-98,1,1,2,2,-98,-98,2,-98,-98,1,4,2,1,1,1,1,2,2,1,1,3,3,3,2,2,2,3,3,2,2,2,2,-98,2,3,2,2,1,1,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,2,3,2,2,2,2,2,3,2,-98,-98,-98,-98,6,9,3, , , ,2,3,2,2,2,"""2"""
773,2,4,37,"""37""",11,4,FALSE,1,1,1,1,2,2,2,1,1,2,1,2,1,1,4,1,1,2,2,1,2,2,1,1,2,3,4,2,3,3,2,2,2,2,2,2,1,1,4,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,2,3,1,3,3,3,2,4,2,3,3,6,8,3,2009,1,1,2,2,1,4,4,"""4"""
1094,2,1,16,"""16""",2,1,FALSE,1,2,2,2,1,2,3,2,2,3,2,2,2,2,6,1,1,1,1,1,1,2,1,1,2,4,2,3,2,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,100,4,4,3,4,4,4,4,4,4,0.962962963,2,2,3,3,2,3,2,3,3,3,2,3,2,6,7,1, , , ,1,4,3,3,3,"""3"""
193,2,2,19,"""19""",19,1,FALSE,2,1,1,4,1,1,4,1,3,4,1,3,2,2,1,2,1,4,2,1,1,4,1,1,9,3,1,4,3,4,2,2,2,3,2,2,2,1,4,2,2,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,4,1,4,4,1,1,4,1,2,4,10,10,3,1991,1,2,1,2,1,5,5,"""5"""
1782,2,5,16,"""16""",11,4,FALSE,2,1,1,2,2,2,1,1,2,2,1,2,2,1,12,2,2,2,2,1,2,2,1,2,5,3,4,3,4,3,3,1,2,2,2,2,1,1,4,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,2,1,1,2,1,4,4,2,2,4,1,3,3,6,5,3, , , ,1,3, ,8,8,"""8"""
220,2,2,5,"""5""",19,4,FALSE,1,1,1,3,2,3,2,1,3,2,1,3,2,1,5,2,2,2,2,1,1,2,1,2,8,2,3,3,4,4,3,3,3,2,3,3,2,1,4,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,3,3,3,2,3,4,1,3,2,3,2,3,8,3,2014,1,2,2,3,1,5,5,"""5"""
1493,2,2,32,"""32""",16,1,FALSE,1,3,1,2,2,1,3,1,2,2,2,2,4,3,4,1,1,1,1,1,1,1,1,1,2,3,2,4,2,4,2,3,3,3,3,2,2,2,3,3,2,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,1,1,3,1,3,3,3,1,4,1,3,3,9,5,3, , , ,1,3,2,5,5,"""5"""
2434,2,4,16,"""16""",96,-98,TRUE,1,1,1,2,2,1,1,1,1,1,1,1,2,2,6,1,1,1,1,1,1,1,1,1,5,4,3,3,2,3,2,2,2,2,2,2,2,1,4,1,1,1,1,2,-98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,1,2,3,2,3,4,3,3,4,2,3,3,5,5,3, , , ,1,3,2,3,3,"""3"""
1275,2,2,30,"""30""",1,1,FALSE,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,2,4,3,3,1,3,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,2,1,3,2,2,3,2,3,2,4,2,3,3,3,4,1, , , ,2,2,2,5,5,"""5"""
227,2,2,13,"""13""",1,1,FALSE,1,3,1,1,2,1,3,1,1,3,1,2,1,3,4,2,1,2,1,1,1,3,1,1,2,4,3,4,2,3,3,2,1,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,4,1,4,2,2,1,4,1,1,4,7,6,3,1982,2, ,1,3,1,1,1,"""1"""
1171,2,4,11,"""11""",19,3,FALSE,1,2,1,1,2,2,3,1,2,3,2,3,1,1,4,1,2,2,1,1,2,3,2,2,5,2,3,3,3,3,2,2,2,2,2,2,1,2,3,1,1,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,3,2,2,2,2,3,3,2,1,3,2,3,4,5,5,3, , , ,1,2, ,5,5,"""5"""
1075,1,2,96,"""96""",-98,3,FALSE,2,3,2,2,2,2,3,1,2,1,2,2,3,1,-98,1,1,1,2,1,1,1,1,1,1,4,3,3,3,3,2,2,2,3,-98,2,-98,1,4,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,1,2,-98,1,4,4,3,3,3,2,-98,2,1,-98,1, , , ,2,4, ,1,1,"""1"""
58,2,2,14,"""14""",29,24,FALSE,1,2,1,3,1,1,3,2,4,3,1,2,2,1,1,2,2,2,1,1,1,2,1,1,5,3,4,3,3,3,2,2,2,1,2,1,2,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,1,2,3,1,3,2,3,2,3,2,2,4,6,9,3,2001,1,2,1,2,1,4,4,"""4"""
1196,2,2,-98,"""-98""", ,1,FALSE,1,3,1,2,2,1,4,2,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,2,2,2,2,2,2,1,4,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,3,3,3,2,3,2,3,3,2,2,2,2,8,8,1, , , ,1,3,3,3,3,"""3"""
407,2,2,13,"""13""",6,1,FALSE,1,3,1,3,1,1,3,2,2,2,2,4,2,2,1,4,1,4,2,1,1,2,2,2,2,4,2,2,3,2,3,3,4,4,4,3,2,1,4,2,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,2,1,3,2,3,2,4,3,2,3,2,3,7,9,3,1997,1,2,1,3,1,2,2,"""2"""
748,2,2,13,"""13""",11,1,FALSE,2,3,2,2,3,2,3,2,2,3,2,2,3,3,4,1,1,1,2,2,2,2,2,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,2,2,3,3,3,3,3,2,3,7,7,1, , , ,1,2,2,2,2,"""2"""
1461,2,2,20,"""20""",96,3,FALSE,1,1,2,2,3,2,3,1,2,2,1,2,2,1,6,2,2,2,3,2,2,2,1,2,8,3,2,2,2,2,1,1,2,1,2,1,1,2,3,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,24,4,4,4,4,4,4,3,4,4,0.962962963,2,2,2,3,2,3,2,3,2,2,3,-98,3,7,8,1, , , ,2,3,2,3,3,"""3"""
280,2,2,1,"""1""",13,15,FALSE,1,2,1,3,2,2,2,2,3,2,3,3,3,2,1,2,2,3,1,1,2,3,1,2,5,4,3,3,3,3,3,2,2,1,2,2,1,1,4,2,2,2,2,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,2,1,2,3,2,3,4,4,3,2,4,3,2,6,6,3,2009,1,1,1,2,1,1,1,"""1"""
400,2,2,1,"""1""",4,4,FALSE,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,9,3,3,2,3,2,2,1,2,2,2,2,2,2,3,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,3,3,3,2,3,2,3,2,3,2,7,7,2, , , ,2,2,2,3,3,"""3"""
1451,2,4,1,"""1""", ,3,FALSE,2,1,3,1,2,1,3,1,1,1,2,2,2,1,10,1,1,1,2,1,2,1,2,1,2,2,3,2,3,4,2,2,2,2,2,2,2,1,4,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,4,1,4,4,1,1,4,1,4,4,3,8,1, , , ,2,4,2,1,1,"""1"""
137,2,4,16,"""16""",1,3,FALSE,1,3,2,2,2,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,36,4,4,4,4,4,4,4,4,4,1,3,3,3,3,2,2,3,3,2,2,3,2,2,5,6,1, , , ,2,3,2,2,2,"""2"""
272,2,1,16,"""16""",5,3,FALSE,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,1,1,2,1,1,9,3,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,4,1,2,1,4,3,1,3,4,1,2,3,1,7,3,2016,2, ,1,3,1,8,8,"""8"""
610,2,4,11,"""11""",32,4,FALSE,2,1,1,2,1,1,2,2,3,2,2,2,2,1,4,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,1,1,2,2,3,3,3,2,3,3,2,2,2,9,1, , , ,2,2,2,2,2,"""2"""
570,2,2,28,"""28""",5,1,FALSE,1,1,1,1,1,1,3,1,3,2,3,1,3,2,4,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,0,1,1,1,0,0,1,0,1,0,0,0,0,36,4,4,4,4,4,4,4,4,4,1,2,1,2,2,1,3,3,2,1,2,3,2,2,6,7,1, , , ,2,4,2,3,3,"""3"""
1209,2,2,1,"""1""",18,3,FALSE,1,2,2,1,3,2,2,2,2,1,2,1,1,2,4,2,1,2,1,2,2,3,1,1,5,4,3,3,3,3,3,3,3,3,3,3,2,1,1,2,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,2,2,2,3,2,3,3,3,3,4,2,2,3,5,9,1, , , ,1,2,2,1,1,"""1"""
1692,2,1,96,"""96""",26,1,FALSE,2,1,2,3,3,1,3,1,3,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,3,4,3,2,4,1,4,4,6,8,3,1981,1,2,1,3,1,1,1,"""1"""
2201,2,2,16,"""16""",33,5,FALSE,1,1,2,2,4,2,1,3,2,4,4,2,1,2,4,1,1,1,1,1,1,1,1,1,9,4,4,4,3,4,3,3,3,3,3,3,2,1,4,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,1,2,3,3,2,3,2,2,3,1,4,4,4,4,10,10,2, , , ,2,1,3,2,2,"""2"""
482,2,4,11,"""11""",16,4,FALSE,1,1,1,1,1,1,1,1,2,1,1,1,1,1,12,3,3,1,3,1,1,3,1,3,8,3,3,3,3,3,4,4,3,2,3,2,2,1,4,1,1,3,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,156,4,4,4,4,4,4,4,4,4,1,3,1,1,3,2,3,2,2,2,2,2,2,2,6,3,3, , , ,2,2,3,1,1,"""1"""
384,2,2,20,"""20""",13,1,FALSE,2,2,1,3,4,1,2,1,2,1,3,2,2,2,1,1,1,2,1,1,2,2,1,1,9,3,3,2,3,2,2,2,3,3,3,2,2,2,3,3,2,3,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,2,1,3,3,3,3,2,4,2,4,2,2,3,5,5,1, , , ,1,3,2,1,1,"""1"""
503,2,4,19,"""19""",19,4,FALSE,2,3,2,1,2,2,1,1,2,1,2,1,2,1,5,1,1,1,3,2,2,2,1,2,1,3,3,3,3,3,2,2,2,3,3,2,1,2,3,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,3,4,3,2,2,3,2,7,5,1, , , ,2,3,3,2,2,"""2"""
